,Date,Origin Country Code,State of Entry,Total Arrivals,Male Arrivals,Female Arrivals,Nationality
12696,8/1/2020,KEN,Kedah,0,0,0,Kenya
12697,8/1/2020,KEN,Kelantan,0,0,0,Kenya
12698,8/1/2020,KEN,Perak,0,0,0,Kenya
12699,8/1/2020,KEN,Perlis,0,0,0,Kenya
12700,8/1/2020,KEN,Pulau Pinang,0,0,0,Kenya
12701,8/1/2020,KEN,Sabah,0,0,0,Kenya
12702,8/1/2020,KEN,Sarawak,0,0,0,Kenya
12703,8/1/2020,KEN,Selangor,9,3,6,Kenya
12704,8/1/2020,KGZ,Johor,0,0,0,Kyrgyzstan
12705,8/1/2020,KGZ,Kedah,0,0,0,Kyrgyzstan
12706,8/1/2020,KGZ,Kelantan,0,0,0,Kyrgyzstan
12707,8/1/2020,KGZ,Perak,0,0,0,Kyrgyzstan
12708,8/1/2020,KGZ,Perlis,0,0,0,Kyrgyzstan
12709,8/1/2020,KGZ,Pulau Pinang,0,0,0,Kyrgyzstan
12710,8/1/2020,KGZ,Sabah,0,0,0,Kyrgyzstan
12711,8/1/2020,KGZ,Sarawak,0,0,0,Kyrgyzstan
12712,8/1/2020,KGZ,Selangor,1,1,0,Kyrgyzstan
12713,8/1/2020,KHM,Johor,0,0,0,Cambodia
12714,8/1/2020,KHM,Kedah,0,0,0,Cambodia
12715,8/1/2020,KHM,Kelantan,0,0,0,Cambodia
12716,8/1/2020,KHM,Melaka,0,0,0,Cambodia
12717,8/1/2020,KHM,Negeri Sembilan,0,0,0,Cambodia
12718,8/1/2020,KHM,Pahang,0,0,0,Cambodia
12719,8/1/2020,KHM,Perak,0,0,0,Cambodia
12720,8/1/2020,KHM,Perlis,0,0,0,Cambodia
12721,8/1/2020,KHM,Pulau Pinang,0,0,0,Cambodia
12722,8/1/2020,KHM,Sabah,0,0,0,Cambodia
12723,8/1/2020,KHM,Sarawak,0,0,0,Cambodia
12724,8/1/2020,KHM,Selangor,1,0,1,Cambodia
12725,8/1/2020,KHM,W.P. Labuan,0,0,0,Cambodia
12726,8/1/2020,KIR,Johor,0,0,0,Kiribati
12727,8/1/2020,KIR,Sabah,0,0,0,Kiribati
12728,8/1/2020,KIR,Selangor,0,0,0,Kiribati
12729,8/1/2020,KNA,Johor,0,0,0,Saint Kitts and Nevis
12730,8/1/2020,KNA,Kedah,0,0,0,Saint Kitts and Nevis
12731,8/1/2020,KNA,Perlis,0,0,0,Saint Kitts and Nevis
12732,8/1/2020,KNA,Pulau Pinang,0,0,0,Saint Kitts and Nevis
12733,8/1/2020,KNA,Sabah,0,0,0,Saint Kitts and Nevis
12734,8/1/2020,KNA,Selangor,0,0,0,Saint Kitts and Nevis
12735,8/1/2020,KNA,W.P. Labuan,0,0,0,Saint Kitts and Nevis
12736,8/1/2020,KOR,Johor,2,2,0,"Korea, Republic of (South Korea)"
12737,8/1/2020,KOR,Kedah,0,0,0,"Korea, Republic of (South Korea)"
12738,8/1/2020,KOR,Kelantan,0,0,0,"Korea, Republic of (South Korea)"
12739,8/1/2020,KOR,Melaka,0,0,0,"Korea, Republic of (South Korea)"
12740,8/1/2020,KOR,Negeri Sembilan,0,0,0,"Korea, Republic of (South Korea)"
12741,8/1/2020,KOR,Pahang,0,0,0,"Korea, Republic of (South Korea)"
12742,8/1/2020,KOR,Perak,0,0,0,"Korea, Republic of (South Korea)"
12743,8/1/2020,KOR,Perlis,0,0,0,"Korea, Republic of (South Korea)"
12744,8/1/2020,KOR,Pulau Pinang,0,0,0,"Korea, Republic of (South Korea)"
12745,8/1/2020,KOR,Sabah,4,1,3,"Korea, Republic of (South Korea)"
12746,8/1/2020,KOR,Sarawak,2,2,0,"Korea, Republic of (South Korea)"
12747,8/1/2020,KOR,Selangor,358,172,186,"Korea, Republic of (South Korea)"
12748,8/1/2020,KOR,Terengganu,0,0,0,"Korea, Republic of (South Korea)"
12749,8/1/2020,KOR,W.P. Labuan,0,0,0,"Korea, Republic of (South Korea)"
12750,8/1/2020,KWT,Johor,0,0,0,Kuwait
12751,8/1/2020,KWT,Kedah,0,0,0,Kuwait
12752,8/1/2020,KWT,Kelantan,0,0,0,Kuwait
12753,8/1/2020,KWT,Perak,0,0,0,Kuwait
12754,8/1/2020,KWT,Perlis,0,0,0,Kuwait
12755,8/1/2020,KWT,Pulau Pinang,0,0,0,Kuwait
12756,8/1/2020,KWT,Sabah,0,0,0,Kuwait
12757,8/1/2020,KWT,Sarawak,0,0,0,Kuwait
12758,8/1/2020,KWT,Selangor,1,1,0,Kuwait
12759,8/1/2020,KWT,W.P. Labuan,0,0,0,Kuwait
12760,8/1/2020,LAO,Johor,0,0,0,Lao People's Democratic Republic
12761,8/1/2020,LAO,Kedah,0,0,0,Lao People's Democratic Republic
12762,8/1/2020,LAO,Kelantan,0,0,0,Lao People's Democratic Republic
12763,8/1/2020,LAO,Melaka,0,0,0,Lao People's Democratic Republic
12764,8/1/2020,LAO,Perak,0,0,0,Lao People's Democratic Republic
12765,8/1/2020,LAO,Perlis,0,0,0,Lao People's Democratic Republic
12766,8/1/2020,LAO,Pulau Pinang,1,1,0,Lao People's Democratic Republic
12767,8/1/2020,LAO,Sabah,0,0,0,Lao People's Democratic Republic
12768,8/1/2020,LAO,Sarawak,0,0,0,Lao People's Democratic Republic
12769,8/1/2020,LAO,Selangor,0,0,0,Lao People's Democratic Republic
12770,8/1/2020,LAO,W.P. Labuan,0,0,0,Lao People's Democratic Republic
12771,8/1/2020,LBN,Johor,0,0,0,Lebanon
12772,8/1/2020,LBN,Kedah,0,0,0,Lebanon
12773,8/1/2020,LBN,Kelantan,0,0,0,Lebanon
12774,8/1/2020,LBN,Pahang,0,0,0,Lebanon
12775,8/1/2020,LBN,Perak,0,0,0,Lebanon
12776,8/1/2020,LBN,Perlis,0,0,0,Lebanon
12777,8/1/2020,LBN,Pulau Pinang,0,0,0,Lebanon
12778,8/1/2020,LBN,Sabah,0,0,0,Lebanon
12779,8/1/2020,LBN,Sarawak,0,0,0,Lebanon
12780,8/1/2020,LBN,Selangor,0,0,0,Lebanon
12781,8/1/2020,LBN,W.P. Labuan,0,0,0,Lebanon
12782,8/1/2020,LBR,Johor,0,0,0,Liberia
12783,8/1/2020,LBR,Kedah,0,0,0,Liberia
12784,8/1/2020,LBR,Sabah,0,0,0,Liberia
12785,8/1/2020,LBR,Sarawak,0,0,0,Liberia
12786,8/1/2020,LBR,Selangor,0,0,0,Liberia
12787,8/1/2020,LBY,Johor,0,0,0,Libyan Arab Jamahiriya
12788,8/1/2020,LBY,Kedah,0,0,0,Libyan Arab Jamahiriya
12789,8/1/2020,LBY,Perlis,0,0,0,Libyan Arab Jamahiriya
12790,8/1/2020,LBY,Pulau Pinang,0,0,0,Libyan Arab Jamahiriya
12791,8/1/2020,LBY,Sabah,0,0,0,Libyan Arab Jamahiriya
12792,8/1/2020,LBY,Sarawak,0,0,0,Libyan Arab Jamahiriya
12793,8/1/2020,LBY,Selangor,1,1,0,Libyan Arab Jamahiriya
12794,8/1/2020,LCA,Johor,0,0,0,Saint Lucia
12795,8/1/2020,LCA,Kedah,0,0,0,Saint Lucia
12796,8/1/2020,LCA,Pulau Pinang,0,0,0,Saint Lucia
12797,8/1/2020,LCA,Sarawak,0,0,0,Saint Lucia
12798,8/1/2020,LCA,Selangor,0,0,0,Saint Lucia
12799,8/1/2020,LIE,Johor,0,0,0,Liechtenstein
12800,8/1/2020,LIE,Kedah,0,0,0,Liechtenstein
12801,8/1/2020,LIE,Perlis,0,0,0,Liechtenstein
12802,8/1/2020,LIE,Pulau Pinang,0,0,0,Liechtenstein
12803,8/1/2020,LIE,Sabah,0,0,0,Liechtenstein
12804,8/1/2020,LIE,Sarawak,0,0,0,Liechtenstein
12805,8/1/2020,LIE,Selangor,0,0,0,Liechtenstein
12806,8/1/2020,LKA,Johor,1,1,0,Sri Lanka
12807,8/1/2020,LKA,Kedah,0,0,0,Sri Lanka
12808,8/1/2020,LKA,Kelantan,0,0,0,Sri Lanka
12809,8/1/2020,LKA,Melaka,0,0,0,Sri Lanka
12810,8/1/2020,LKA,Pahang,0,0,0,Sri Lanka
12811,8/1/2020,LKA,Perak,0,0,0,Sri Lanka
12812,8/1/2020,LKA,Perlis,0,0,0,Sri Lanka
12813,8/1/2020,LKA,Pulau Pinang,0,0,0,Sri Lanka
12814,8/1/2020,LKA,Sabah,0,0,0,Sri Lanka
12815,8/1/2020,LKA,Sarawak,0,0,0,Sri Lanka
12816,8/1/2020,LKA,Selangor,35,27,8,Sri Lanka
12817,8/1/2020,LKA,W.P. Labuan,0,0,0,Sri Lanka
12818,8/1/2020,LSO,Johor,0,0,0,Lesotho
12819,8/1/2020,LSO,Kedah,0,0,0,Lesotho
12820,8/1/2020,LSO,Pulau Pinang,0,0,0,Lesotho
12821,8/1/2020,LSO,Sarawak,0,0,0,Lesotho
12822,8/1/2020,LSO,Selangor,0,0,0,Lesotho
12823,8/1/2020,LTU,Johor,0,0,0,Lithuania
12824,8/1/2020,LTU,Kedah,0,0,0,Lithuania
12825,8/1/2020,LTU,Kelantan,0,0,0,Lithuania
12826,8/1/2020,LTU,Pahang,0,0,0,Lithuania
12827,8/1/2020,LTU,Perak,0,0,0,Lithuania
12828,8/1/2020,LTU,Perlis,0,0,0,Lithuania
12829,8/1/2020,LTU,Pulau Pinang,0,0,0,Lithuania
12830,8/1/2020,LTU,Sabah,0,0,0,Lithuania
12831,8/1/2020,LTU,Sarawak,0,0,0,Lithuania
12832,8/1/2020,LTU,Selangor,8,8,0,Lithuania
12833,8/1/2020,LTU,W.P. Labuan,0,0,0,Lithuania
12834,8/1/2020,LUX,Johor,0,0,0,Luxembourg
12835,8/1/2020,LUX,Kedah,0,0,0,Luxembourg
12836,8/1/2020,LUX,Kelantan,0,0,0,Luxembourg
12837,8/1/2020,LUX,Perak,0,0,0,Luxembourg
12838,8/1/2020,LUX,Perlis,0,0,0,Luxembourg
12839,8/1/2020,LUX,Pulau Pinang,0,0,0,Luxembourg
12840,8/1/2020,LUX,Sabah,0,0,0,Luxembourg
12841,8/1/2020,LUX,Sarawak,0,0,0,Luxembourg
12842,8/1/2020,LUX,Selangor,0,0,0,Luxembourg
12843,8/1/2020,LVA,Johor,0,0,0,Latvia
12844,8/1/2020,LVA,Kedah,0,0,0,Latvia
12845,8/1/2020,LVA,Kelantan,0,0,0,Latvia
12846,8/1/2020,LVA,Pahang,0,0,0,Latvia
12847,8/1/2020,LVA,Perak,0,0,0,Latvia
12848,8/1/2020,LVA,Perlis,0,0,0,Latvia
12849,8/1/2020,LVA,Pulau Pinang,0,0,0,Latvia
12850,8/1/2020,LVA,Sabah,0,0,0,Latvia
12851,8/1/2020,LVA,Sarawak,0,0,0,Latvia
12852,8/1/2020,LVA,Selangor,6,6,0,Latvia
12853,8/1/2020,LVA,W.P. Labuan,0,0,0,Latvia
12854,8/1/2020,MAC,Johor,0,0,0,Macao
12855,8/1/2020,MAC,Pahang,0,0,0,Macao
12856,8/1/2020,MAC,Perak,0,0,0,Macao
12857,8/1/2020,MAC,Selangor,0,0,0,Macao
12858,8/1/2020,MAC,W.P. Labuan,0,0,0,Macao
12859,8/1/2020,MAR,Johor,0,0,0,Morocco
12860,8/1/2020,MAR,Kedah,0,0,0,Morocco
12861,8/1/2020,MAR,Kelantan,0,0,0,Morocco
12862,8/1/2020,MAR,Melaka,0,0,0,Morocco
12863,8/1/2020,MAR,Pahang,0,0,0,Morocco
12864,8/1/2020,MAR,Perak,0,0,0,Morocco
12865,8/1/2020,MAR,Perlis,0,0,0,Morocco
12866,8/1/2020,MAR,Pulau Pinang,0,0,0,Morocco
12867,8/1/2020,MAR,Sabah,0,0,0,Morocco
12868,8/1/2020,MAR,Sarawak,0,0,0,Morocco
12869,8/1/2020,MAR,Selangor,0,0,0,Morocco
12870,8/1/2020,MAR,W.P. Labuan,0,0,0,Morocco
12871,8/1/2020,MCO,Johor,0,0,0,Monaco
12872,8/1/2020,MCO,Kedah,0,0,0,Monaco
12873,8/1/2020,MCO,Sabah,0,0,0,Monaco
12874,8/1/2020,MCO,Selangor,0,0,0,Monaco
12875,8/1/2020,MDA,Johor,0,0,0,"Moldova, Republic of"
12876,8/1/2020,MDA,Kedah,0,0,0,"Moldova, Republic of"
12877,8/1/2020,MDA,Kelantan,0,0,0,"Moldova, Republic of"
12878,8/1/2020,MDA,Negeri Sembilan,0,0,0,"Moldova, Republic of"
12879,8/1/2020,MDA,Perlis,0,0,0,"Moldova, Republic of"
12880,8/1/2020,MDA,Pulau Pinang,0,0,0,"Moldova, Republic of"
12881,8/1/2020,MDA,Sabah,0,0,0,"Moldova, Republic of"
12882,8/1/2020,MDA,Sarawak,0,0,0,"Moldova, Republic of"
12883,8/1/2020,MDA,Selangor,0,0,0,"Moldova, Republic of"
12884,8/1/2020,MDG,Johor,0,0,0,Madagascar
12885,8/1/2020,MDG,Kedah,0,0,0,Madagascar
12886,8/1/2020,MDG,Perak,0,0,0,Madagascar
12887,8/1/2020,MDG,Perlis,0,0,0,Madagascar
12888,8/1/2020,MDG,Pulau Pinang,0,0,0,Madagascar
12889,8/1/2020,MDG,Sabah,0,0,0,Madagascar
12890,8/1/2020,MDG,Sarawak,0,0,0,Madagascar
12891,8/1/2020,MDG,Selangor,0,0,0,Madagascar
12892,8/1/2020,MDV,Johor,0,0,0,Maldives
12893,8/1/2020,MDV,Kedah,0,0,0,Maldives
12894,8/1/2020,MDV,Kelantan,0,0,0,Maldives
12895,8/1/2020,MDV,Perak,0,0,0,Maldives
12896,8/1/2020,MDV,Perlis,0,0,0,Maldives
12897,8/1/2020,MDV,Pulau Pinang,0,0,0,Maldives
12898,8/1/2020,MDV,Sabah,0,0,0,Maldives
12899,8/1/2020,MDV,Sarawak,0,0,0,Maldives
12900,8/1/2020,MDV,Selangor,54,22,32,Maldives
12901,8/1/2020,MEX,Johor,10,10,0,Mexico
12902,8/1/2020,MEX,Kedah,0,0,0,Mexico
12903,8/1/2020,MEX,Kelantan,0,0,0,Mexico
12904,8/1/2020,MEX,Pahang,0,0,0,Mexico
12905,8/1/2020,MEX,Perak,0,0,0,Mexico
12906,8/1/2020,MEX,Perlis,0,0,0,Mexico
12907,8/1/2020,MEX,Pulau Pinang,0,0,0,Mexico
12908,8/1/2020,MEX,Sabah,0,0,0,Mexico
12909,8/1/2020,MEX,Sarawak,0,0,0,Mexico
12910,8/1/2020,MEX,Selangor,72,6,66,Mexico
12911,8/1/2020,MEX,W.P. Labuan,0,0,0,Mexico
12912,8/1/2020,MHL,Johor,0,0,0,Marshall Islands
12913,8/1/2020,MHL,Kedah,0,0,0,Marshall Islands
12914,8/1/2020,MHL,Perak,0,0,0,Marshall Islands
12915,8/1/2020,MHL,Pulau Pinang,0,0,0,Marshall Islands
12916,8/1/2020,MHL,Sabah,0,0,0,Marshall Islands
12917,8/1/2020,MHL,Selangor,0,0,0,Marshall Islands
12918,8/1/2020,MKD,Johor,0,0,0,"Macedonia, the former Yugoslav Republic of"
12919,8/1/2020,MKD,Kedah,0,0,0,"Macedonia, the former Yugoslav Republic of"
12920,8/1/2020,MKD,Perak,0,0,0,"Macedonia, the former Yugoslav Republic of"
12921,8/1/2020,MKD,Pulau Pinang,0,0,0,"Macedonia, the former Yugoslav Republic of"
12922,8/1/2020,MKD,Sabah,0,0,0,"Macedonia, the former Yugoslav Republic of"
12923,8/1/2020,MKD,Sarawak,0,0,0,"Macedonia, the former Yugoslav Republic of"
12924,8/1/2020,MKD,Selangor,0,0,0,"Macedonia, the former Yugoslav Republic of"
12925,8/1/2020,MLI,Johor,0,0,0,Mali
12926,8/1/2020,MLI,Sabah,0,0,0,Mali
12927,8/1/2020,MLI,Selangor,0,0,0,Mali
12928,8/1/2020,MLT,Johor,0,0,0,Malta
12929,8/1/2020,MLT,Kedah,0,0,0,Malta
12930,8/1/2020,MLT,Kelantan,0,0,0,Malta
12931,8/1/2020,MLT,Perak,0,0,0,Malta
12932,8/1/2020,MLT,Perlis,0,0,0,Malta
12933,8/1/2020,MLT,Pulau Pinang,0,0,0,Malta
12934,8/1/2020,MLT,Sabah,0,0,0,Malta
12935,8/1/2020,MLT,Sarawak,0,0,0,Malta
12936,8/1/2020,MLT,Selangor,4,4,0,Malta
12937,8/1/2020,MLT,W.P. Labuan,0,0,0,Malta
12938,8/1/2020,MMR,Johor,13,13,0,Myanmar
12939,8/1/2020,MMR,Kedah,0,0,0,Myanmar
12940,8/1/2020,MMR,Kelantan,0,0,0,Myanmar
12941,8/1/2020,MMR,Negeri Sembilan,0,0,0,Myanmar
12942,8/1/2020,MMR,Pahang,0,0,0,Myanmar
12943,8/1/2020,MMR,Perak,0,0,0,Myanmar
12944,8/1/2020,MMR,Perlis,0,0,0,Myanmar
12945,8/1/2020,MMR,Pulau Pinang,0,0,0,Myanmar
12946,8/1/2020,MMR,Sabah,1,0,1,Myanmar
12947,8/1/2020,MMR,Sarawak,0,0,0,Myanmar
12948,8/1/2020,MMR,Selangor,82,73,9,Myanmar
12949,8/1/2020,MMR,Terengganu,0,0,0,Myanmar
12950,8/1/2020,MMR,W.P. Labuan,0,0,0,Myanmar
12951,8/1/2020,MNE,Johor,0,0,0,Montenegro
12952,8/1/2020,MNE,Kedah,0,0,0,Montenegro
12953,8/1/2020,MNE,Pulau Pinang,0,0,0,Montenegro
12954,8/1/2020,MNE,Sabah,0,0,0,Montenegro
12955,8/1/2020,MNE,Sarawak,0,0,0,Montenegro
12956,8/1/2020,MNE,Selangor,1,1,0,Montenegro
12957,8/1/2020,MNG,Johor,0,0,0,Mongolia
12958,8/1/2020,MNG,Kedah,0,0,0,Mongolia
12959,8/1/2020,MNG,Kelantan,0,0,0,Mongolia
12960,8/1/2020,MNG,Perak,0,0,0,Mongolia
12961,8/1/2020,MNG,Perlis,0,0,0,Mongolia
12962,8/1/2020,MNG,Pulau Pinang,0,0,0,Mongolia
12963,8/1/2020,MNG,Sabah,0,0,0,Mongolia
12964,8/1/2020,MNG,Sarawak,0,0,0,Mongolia
12965,8/1/2020,MNG,Selangor,3,0,3,Mongolia
12966,8/1/2020,MNP,Selangor,0,0,0,Northern Mariana Islands
12967,8/1/2020,MOZ,Johor,0,0,0,Mozambique
12968,8/1/2020,MOZ,Kedah,0,0,0,Mozambique
12969,8/1/2020,MOZ,Perak,0,0,0,Mozambique
12970,8/1/2020,MOZ,Pulau Pinang,0,0,0,Mozambique
12971,8/1/2020,MOZ,Sabah,0,0,0,Mozambique
12972,8/1/2020,MOZ,Sarawak,0,0,0,Mozambique
12973,8/1/2020,MOZ,Selangor,0,0,0,Mozambique
12974,8/1/2020,MRT,Johor,0,0,0,Mauritania
12975,8/1/2020,MRT,Kedah,0,0,0,Mauritania
12976,8/1/2020,MRT,Pulau Pinang,0,0,0,Mauritania
12977,8/1/2020,MRT,Sabah,0,0,0,Mauritania
12978,8/1/2020,MRT,Sarawak,0,0,0,Mauritania
12979,8/1/2020,MRT,Selangor,0,0,0,Mauritania
12980,8/1/2020,MUS,Johor,0,0,0,Mauritius
12981,8/1/2020,MUS,Kedah,0,0,0,Mauritius
12982,8/1/2020,MUS,Kelantan,0,0,0,Mauritius
12983,8/1/2020,MUS,Pahang,0,0,0,Mauritius
12984,8/1/2020,MUS,Perak,0,0,0,Mauritius
12985,8/1/2020,MUS,Perlis,0,0,0,Mauritius
12986,8/1/2020,MUS,Pulau Pinang,0,0,0,Mauritius
12987,8/1/2020,MUS,Sabah,0,0,0,Mauritius
12988,8/1/2020,MUS,Sarawak,0,0,0,Mauritius
12989,8/1/2020,MUS,Selangor,1,0,1,Mauritius
12990,8/1/2020,MWI,Johor,0,0,0,Malawi
12991,8/1/2020,MWI,Pulau Pinang,0,0,0,Malawi
12992,8/1/2020,MWI,Sabah,0,0,0,Malawi
12993,8/1/2020,MWI,Sarawak,0,0,0,Malawi
12994,8/1/2020,MWI,Selangor,0,0,0,Malawi
12995,8/1/2020,MYT,Selangor,0,0,0,Mayotte
12996,8/1/2020,NAM,Johor,0,0,0,Namibia
12997,8/1/2020,NAM,Kedah,0,0,0,Namibia
12998,8/1/2020,NAM,Perak,0,0,0,Namibia
12999,8/1/2020,NAM,Perlis,0,0,0,Namibia
13000,8/1/2020,NAM,Pulau Pinang,0,0,0,Namibia
13001,8/1/2020,NAM,Sabah,0,0,0,Namibia
13002,8/1/2020,NAM,Sarawak,0,0,0,Namibia
13003,8/1/2020,NAM,Selangor,0,0,0,Namibia
13004,8/1/2020,NCL,Selangor,0,0,0,New Caledonia
13005,8/1/2020,NER,Johor,0,0,0,Niger
13006,8/1/2020,NER,Sabah,0,0,0,Niger
13007,8/1/2020,NER,Selangor,0,0,0,Niger
13008,8/1/2020,NGA,Johor,0,0,0,Nigeria
13009,8/1/2020,NGA,Kedah,0,0,0,Nigeria
13010,8/1/2020,NGA,Perlis,0,0,0,Nigeria
13011,8/1/2020,NGA,Pulau Pinang,0,0,0,Nigeria
13012,8/1/2020,NGA,Sabah,0,0,0,Nigeria
13013,8/1/2020,NGA,Sarawak,0,0,0,Nigeria
13014,8/1/2020,NGA,Selangor,10,3,7,Nigeria
13015,8/1/2020,NIC,Johor,0,0,0,Nicaragua
13016,8/1/2020,NIC,Kedah,0,0,0,Nicaragua
13017,8/1/2020,NIC,Pulau Pinang,0,0,0,Nicaragua
13018,8/1/2020,NIC,Sabah,0,0,0,Nicaragua
13019,8/1/2020,NIC,Selangor,0,0,0,Nicaragua
13020,8/1/2020,NLD,Johor,1,1,0,Netherlands
13021,8/1/2020,NLD,Kedah,0,0,0,Netherlands
13022,8/1/2020,NLD,Kelantan,0,0,0,Netherlands
13023,8/1/2020,NLD,Melaka,0,0,0,Netherlands
13024,8/1/2020,NLD,Negeri Sembilan,0,0,0,Netherlands
13025,8/1/2020,NLD,Pahang,0,0,0,Netherlands
13026,8/1/2020,NLD,Perak,0,0,0,Netherlands
13027,8/1/2020,NLD,Perlis,0,0,0,Netherlands
13028,8/1/2020,NLD,Pulau Pinang,0,0,0,Netherlands
13029,8/1/2020,NLD,Sabah,0,0,0,Netherlands
13030,8/1/2020,NLD,Sarawak,0,0,0,Netherlands
13031,8/1/2020,NLD,Selangor,46,37,9,Netherlands
13032,8/1/2020,NLD,Terengganu,0,0,0,Netherlands
13033,8/1/2020,NLD,W.P. Labuan,0,0,0,Netherlands
13034,8/1/2020,NOR,Johor,3,3,0,Norway
13035,8/1/2020,NOR,Kedah,0,0,0,Norway
13036,8/1/2020,NOR,Kelantan,0,0,0,Norway
13037,8/1/2020,NOR,Melaka,0,0,0,Norway
13038,8/1/2020,NOR,Pahang,0,0,0,Norway
13039,8/1/2020,NOR,Perak,0,0,0,Norway
13040,8/1/2020,NOR,Perlis,0,0,0,Norway
13041,8/1/2020,NOR,Pulau Pinang,0,0,0,Norway
13042,8/1/2020,NOR,Sabah,1,0,1,Norway
13043,8/1/2020,NOR,Sarawak,0,0,0,Norway
13044,8/1/2020,NOR,Selangor,19,17,2,Norway
13045,8/1/2020,NOR,W.P. Labuan,0,0,0,Norway
13046,8/1/2020,NPL,Johor,0,0,0,Nepal
13047,8/1/2020,NPL,Kedah,0,0,0,Nepal
13048,8/1/2020,NPL,Pahang,0,0,0,Nepal
13049,8/1/2020,NPL,Perak,0,0,0,Nepal
13050,8/1/2020,NPL,Perlis,0,0,0,Nepal
13051,8/1/2020,NPL,Pulau Pinang,0,0,0,Nepal
13052,8/1/2020,NPL,Sabah,0,0,0,Nepal
13053,8/1/2020,NPL,Sarawak,0,0,0,Nepal
13054,8/1/2020,NPL,Selangor,7,5,2,Nepal
13055,8/1/2020,NPL,W.P. Labuan,0,0,0,Nepal
13056,8/1/2020,NRU,Johor,0,0,0,Nauru
13057,8/1/2020,NRU,Pulau Pinang,0,0,0,Nauru
13058,8/1/2020,NRU,Selangor,0,0,0,Nauru
13059,8/1/2020,NZL,Johor,0,0,0,New Zealand
13060,8/1/2020,NZL,Kedah,0,0,0,New Zealand
13061,8/1/2020,NZL,Kelantan,0,0,0,New Zealand
13062,8/1/2020,NZL,Melaka,0,0,0,New Zealand
13063,8/1/2020,NZL,Negeri Sembilan,0,0,0,New Zealand
13064,8/1/2020,NZL,Pahang,0,0,0,New Zealand
13065,8/1/2020,NZL,Perak,0,0,0,New Zealand
13066,8/1/2020,NZL,Perlis,0,0,0,New Zealand
13067,8/1/2020,NZL,Pulau Pinang,0,0,0,New Zealand
13068,8/1/2020,NZL,Sabah,0,0,0,New Zealand
13069,8/1/2020,NZL,Sarawak,0,0,0,New Zealand
13070,8/1/2020,NZL,Selangor,117,107,10,New Zealand
13071,8/1/2020,NZL,Terengganu,0,0,0,New Zealand
13072,8/1/2020,NZL,W.P. Labuan,0,0,0,New Zealand
13073,8/1/2020,OMN,Johor,0,0,0,Oman
13074,8/1/2020,OMN,Kedah,0,0,0,Oman
13075,8/1/2020,OMN,Kelantan,0,0,0,Oman
13076,8/1/2020,OMN,Melaka,0,0,0,Oman
13077,8/1/2020,OMN,Perak,0,0,0,Oman
13078,8/1/2020,OMN,Perlis,0,0,0,Oman
13079,8/1/2020,OMN,Pulau Pinang,0,0,0,Oman
13080,8/1/2020,OMN,Sabah,0,0,0,Oman
13081,8/1/2020,OMN,Sarawak,0,0,0,Oman
13082,8/1/2020,OMN,Selangor,9,5,4,Oman
13083,8/1/2020,PAK,Johor,0,0,0,Pakistan
13084,8/1/2020,PAK,Kedah,0,0,0,Pakistan
13085,8/1/2020,PAK,Kelantan,0,0,0,Pakistan
13086,8/1/2020,PAK,Melaka,0,0,0,Pakistan
13087,8/1/2020,PAK,Negeri Sembilan,0,0,0,Pakistan
13088,8/1/2020,PAK,Pahang,0,0,0,Pakistan
13089,8/1/2020,PAK,Perak,0,0,0,Pakistan
13090,8/1/2020,PAK,Perlis,0,0,0,Pakistan
13091,8/1/2020,PAK,Pulau Pinang,0,0,0,Pakistan
13092,8/1/2020,PAK,Sabah,1,1,0,Pakistan
13093,8/1/2020,PAK,Sarawak,0,0,0,Pakistan
13094,8/1/2020,PAK,Selangor,175,150,25,Pakistan
13095,8/1/2020,PAK,W.P. Labuan,0,0,0,Pakistan
13096,8/1/2020,PAN,Johor,0,0,0,Panama
13097,8/1/2020,PAN,Kedah,0,0,0,Panama
13098,8/1/2020,PAN,Perak,0,0,0,Panama
13099,8/1/2020,PAN,Perlis,0,0,0,Panama
13100,8/1/2020,PAN,Pulau Pinang,0,0,0,Panama
13101,8/1/2020,PAN,Sabah,0,0,0,Panama
13102,8/1/2020,PAN,Sarawak,0,0,0,Panama
13103,8/1/2020,PAN,Selangor,0,0,0,Panama
13104,8/1/2020,PER,Johor,0,0,0,Peru
13105,8/1/2020,PER,Kedah,0,0,0,Peru
13106,8/1/2020,PER,Kelantan,0,0,0,Peru
13107,8/1/2020,PER,Pahang,0,0,0,Peru
13108,8/1/2020,PER,Perak,0,0,0,Peru
13109,8/1/2020,PER,Perlis,0,0,0,Peru
13110,8/1/2020,PER,Pulau Pinang,0,0,0,Peru
13111,8/1/2020,PER,Sabah,0,0,0,Peru
13112,8/1/2020,PER,Sarawak,0,0,0,Peru
13113,8/1/2020,PER,Selangor,5,2,3,Peru
13114,8/1/2020,PER,W.P. Labuan,0,0,0,Peru
13115,8/1/2020,PHL,Johor,69,66,3,Philippines
13116,8/1/2020,PHL,Kedah,0,0,0,Philippines
13117,8/1/2020,PHL,Kelantan,0,0,0,Philippines
13118,8/1/2020,PHL,Melaka,0,0,0,Philippines
13119,8/1/2020,PHL,Negeri Sembilan,0,0,0,Philippines
13120,8/1/2020,PHL,Pahang,0,0,0,Philippines
13121,8/1/2020,PHL,Perak,0,0,0,Philippines
13122,8/1/2020,PHL,Perlis,0,0,0,Philippines
13123,8/1/2020,PHL,Pulau Pinang,1,0,1,Philippines
